date,SPY_overnight_0bps,SPY_overnight_1bps,SPY_overnight_2bps,SPY_overnight_5bps,QQQ_overnight_0bps,QQQ_overnight_1bps,QQQ_overnight_2bps,QQQ_overnight_5bps,IWM_overnight_0bps,IWM_overnight_1bps,IWM_overnight_2bps,IWM_overnight_5bps,DIA_overnight_0bps,DIA_overnight_1bps,DIA_overnight_2bps,DIA_overnight_5bps,VTI_overnight_0bps,VTI_overnight_1bps,VTI_overnight_2bps,VTI_overnight_5bps
2007-08-27,108337.30851577,102950.37096414577,97830.79312575885,83947.0141361779,105671.56470873283,100417.17794329532,95423.5722478785,81881.4170106945,103934.49630615326,98766.483100626,93854.96414909668,80535.4198861156,105819.56543937838,100557.81952219065,95557.21991792503,81996.09790500403,125989.68801405752,119725.00790728164,113771.25085480555,97625.26193078897
2007-08-28,107754.89394801667,102376.43787513016,97265.94287283077,83412.24541313948,105053.58449255284,99809.96103573735,94827.58112840982,81321.18226992218,103338.83079236772,98180.79720636329,93279.74298081112,79993.80444769608,105358.49628035963,100099.65351798189,95102.81254897406,81557.21217020844,125339.45034163019,119083.28226273577,113138.80390919704,97024.31702905042
2007-08-29,108242.1885593358,102818.842907811,97666.72540774972,83705.68796348842,105750.36699922598,100451.87109253954,95418.35944882467,81778.71622772282,103919.34631573396,98712.59151474615,93766.23289178907,80362.7540411947,105834.84566426623,100532.11705490826,95494.58439116106,81844.04514308898,125991.0477030796,119678.416650567,113681.48800045706,97431.20926870225
2007-08-30,107437.06531526544,102033.6496114875,96901.49197407556,83000.00895562119,105200.47457770494,99909.54546762517,94884.22745955225,81272.14110384352,102675.93778257148,97511.97716072769,92607.25366774171,79321.8218542438,105173.05887014898,99883.50859952565,94859.50021148469,81250.9612255028,124802.07052941826,118525.30314207528,112563.63714205133,96415.2635892035
2007-08-31,108539.74584239938,103060.2570274958,97856.88612348873,83768.0487909255,106354.18423382,100985.03067256502,95886.43509850507,82081.29128065005,104136.50284813915,98879.30606597508,93887.02563672258,80369.7445925993,105958.48541247321,100609.308194896,95529.68233297017,81775.9016013596,126215.62723641637,119843.79438992873,113793.04572366078,97409.8173757404
2007-09-04,108436.8223259472,102941.93799550593,97724.99097138783,83604.94750347933,106484.70293386614,101088.73952372292,95965.70989071619,82099.860616989,104057.24061492214,98784.2854631638,93778.0421952434,80228.2836435146,105815.52006471502,100453.46656066303,95362.63163331916,81583.91965297378,126112.1067936485,119721.55214039238,113654.23878566537,97232.61749909521
2007-09-05,107796.72606051822,102313.81188100013,97109.27065994036,83028.34169868316,106227.54653722653,100824.44625348128,95695.66669801837,81819.71154443061,103443.87011335517,98182.35723669933,93187.97655607779,79675.63866071434,105366.51010651822,100007.2051125517,94919.99731682787,81156.51490018636,125438.59327271169,119058.35273249653,113002.04329474001,96616.64843700158
2007-09-06,107913.45122603752,102404.11610528601,97175.54128346476,83035.14953061684,106335.48465072215,100906.7098917603,95754.59000870388,81820.96641398959,103522.49170701006,98237.32945087476,93221.5034580826,79656.47916002866,105572.12017573952,100182.3176733794,95067.18398832159,81233.58752279128,125472.77098951938,119066.97508496014,112987.62386630832,96546.3543493989
2007-09-07,106711.37797284788,101243.16095878287,96054.64674025787,82028.1118432991,105015.48184365954,99634.1677282719,94528.11126960914,80724.49117976424,101872.00975112112,96651.77674916484,91698.5620020186,78308.13141306129,104655.05485991515,99292.2101242908,94203.67832481075,80447.43407961659,123800.54729327992,117456.62903526661,111437.20625116774,95164.40826224483
2007-09-10,107040.13923364914,101534.76548865743,96312.03988289725,82198.56751896029,105864.68889988246,100419.77185321323,95254.39907416304,81295.91236252029,102107.88721769754,96856.19298906947,91874.12288957268,78410.97855227602,104909.66479321271,99513.86730748894,94395.09227104003,80562.52754000093,124125.14952230835,117741.04591252435,111684.70479254599,95318.53711007813
2007-09-11,107370.57198737902,101827.83453951408,96570.7151319453,82369.88267573214,106545.58979672255,101045.43999272802,95828.71368175115,81736.99337472391,102813.90364121823,97506.39280910348,92472.37875668988,78874.21128162241,105284.8803069572,99849.81147971877,94694.81251361183,80769.83365080672,124546.60364496519,118117.19648758764,112019.09758535142,95546.5630852986
2007-09-12,107224.96161094218,101669.40400357472,96401.17891598164,82175.93931938264,106349.55274115443,100839.3519642584,95614.1378593735,81505.03634042563,102392.0490723918,97086.89513610884,92056.12288318425,78472.05244885321,105166.12906508449,99717.24403321234,94550.17443316893,80598.07446575792,124333.58828721399,117891.59565898002,111782.78182305774,95287.78796418384
2007-09-13,107718.03553687474,102116.50433618951,96805.74576515755,82471.29214345846,107110.1931542213,101540.27084850472,96259.48037081427,82005.91467470735,103079.05054293732,97718.75488886713,92636.70945017794,78919.583418199,105663.38673147217,100168.70095674125,94959.24152005925,80898.20792373602,124520.06838570697,118044.80131740568,111905.66206232258,95335.29725433592
2007-09-14,107030.80788844037,101444.72177093865,96149.66575879652,81863.21092363218,106282.56257300462,100735.52841494787,95477.48978998835,81290.9106178736,102030.96007565688,96705.82294104715,91658.12070248836,78039.04474046582,105065.46293913656,99581.9508968379,94384.12494205087,80360.00403118074,123725.16162378296,117267.77406063672,111146.81063119022,94631.99617371237
2007-09-17,106606.7280977008,101022.5677472616,95730.395816603,81457.33226597583,105807.48930253377,100265.19382938818,95012.69771650554,80846.64041510015,101756.46386291581,96426.36489971103,91374.96981960999,77751.28488603402,104799.7611296084,99310.25140280067,94107.78093882077,80076.64352953278,123380.92841459125,116918.1197274908,110793.24282914083,94274.36204534167
2007-09-18,107132.1954628852,101500.20755236408,96163.77640077422,81776.99922511024,106414.48454572477,100820.22702233156,95519.54623392283,81229.1504214626,102520.70725461164,97131.14736235594,92024.42203564438,78256.92138104857,105292.27759207878,99757.0149951755,94512.23318391449,80372.53848718645,124003.76340472604,117484.82954607542,111307.99780013591,94655.53860857972
2007-09-19,107799.73919154594,102112.23269534376,96724.27428147345,82204.28802919098,106946.1691000294,101303.6969005412,95958.40092900074,81553.38551140793,103475.62220721415,98016.25581249227,92844.42187779992,78906.86856679029,105936.1782457372,100346.99309117114,95052.17765661643,80783.20202380644,124950.09251753551,118357.7346118095,112112.58126225008,95282.54401742633
2007-09-20,107785.72396030226,102078.53813630197,96673.01817952257,82111.42745488239,106711.62715796808,101061.31407943566,95709.66073399603,81293.17789061846,103348.82129859271,97876.56666068055,92693.56008510732,78731.38418342361,106035.87751722167,100421.34495422085,95103.58086641785,80778.39016581516,124826.58338261019,118217.09484401628,111956.96536843019,95093.19573375984
2007-09-21,108602.79160402704,102831.77312574314,97366.8877248327,82651.15839098702,107300.63251948885,101598.80916987083,96199.44832929321,81660.1621637552,103975.64621305709,98450.50853726987,93218.46079109672,79129.71183368695,106735.50740600386,101063.71410832375,95692.7903266537,81230.07887974844,125480.2594599294,118812.39314353262,112498.23465923466,95495.60049412408
2007-09-24,108924.42375457776,103115.6879088036,97616.18603900577,82813.05837938671,107577.58327918194,101840.67191756183,96409.17088226427,81789.08253382258,104155.43017403064,98601.01583857258,93342.2964141551,79187.28804998283,107091.57653781459,101380.58300694874,95973.62004025649,81419.58133970744,125623.54672808631,118924.2778791006,112581.65143860316,95509.067208459
2007-09-25,108292.52509101866,102496.98474714316,97011.07330400954,82250.32642271467,107216.1373626991,101478.2025506908,96046.81904243621,81432.78853690693,103499.13283292782,97960.12264376452,92717.03613631308,78609.64967638606,106686.69922457697,100977.09859432779,95572.53550362197,81030.66974205412,124761.8509427216,118084.91419286342,111764.69527491005,94759.10693296778
2007-09-26,108907.6696638663,103058.59353708629,97523.11379657747,82634.84409761362,107824.94635540195,102034.01977010944,96553.57190161746,81813.31635698752,104380.91980398513,98774.96066445722,93469.56327000409,79200.12485245217,107182.4757622579,101426.05417941499,95978.26133846323,81325.83501186642,125661.3604835089,118912.49820474243,112525.47406522937,95346.88387602173
2007-09-27,109422.89767869223,103525.4421391947,97945.29308507498,82942.77377078545,108455.28977770326,102609.98442520303,97079.17967129851,82209.3250600209,104912.39848514304,99258.04077086486,93907.90991533455,79523.80642354525,107592.55044253486,101793.74328172288,96306.93493247601,81555.36693043329,126119.35223824927,119322.02472934546,112890.42038484187,95598.7194886004
2007-09-28,109251.34798304821,103342.46669042628,97752.6248249686,82729.94672518774,108371.14072405845,102509.86561939004,96965.05953131568,82063.41490670021,104873.51018146939,99201.40513340135,93835.55520465861,79414.85455669275,107461.09425324669,101649.03919634965,96150.79560801522,81374.28751891393,126634.750484962,119785.68434572703,113306.42122494195,95893.42698823195
2007-10-01,109265.71116120902,103335.38285613984,97726.37399626721,82658.10302021295,108455.46812503728,102569.11525526535,97001.69913588055,82045.16460024982,104991.4351018136,99293.0904632517,93903.49583710253,79424.66823907585,107499.75715785124,101665.27490457878,96146.91892698457,81322.18156427576,126885.96610981897,119999.3094602599,113485.7884247959,95987.59891884663
2007-10-02,109485.22850964182,103522.27847566034,97883.5433821388,82741.36160763059,108538.88379595563,102627.4750184471,97037.47880249178,82026.17974039185,105337.0139179376,99599.99021828696,94174.89749015203,79606.42798936612,107652.67445171822,101789.53174727988,96245.17730234312,81356.44402526626,127093.12869551532,120171.19058212837,113625.60909432304,96048.19446775594
2007-10-03,109286.29899302316,103313.51755578582,97666.61521314792,82508.45406406937,108184.12967377575,102271.58466609394,96681.6322116689,81676.34347485668,105030.82784082573,99290.6190072792,93863.59994589227,79295.67854401571,107475.96051237539,101602.11879742674,96048.75795726018,81141.69326470813,126968.4296240931,120029.27360397382,113468.72274543376,95858.02556910912
2007-10-04,109520.77901433653,103514.47663085273,97837.01798583388,82602.81587424754,108393.57537944596,102449.09072534495,96830.06530258046,81752.65579372559,105324.19430186917,99548.03963088185,94088.1281615658,79437.66568608787,107699.21611537218,101792.81128265623,96209.78081940567,81228.95580768601,127334.40544181793,120351.17404237181,113750.27303079897,96038.21796949074
2007-10-05,110239.0348125471,104172.50445536437,98439.26218175021,83061.4153630489,109231.03923785411,103219.97957455185,97539.1604997645,82301.92450524095,106614.27670935188,100747.2192984614,95202.49116073558,80330.28170506618,108409.39997799328,102443.55569163161,96805.46791385078,81682.84688035135,128158.56577008427,121105.91122626238,114440.72127564087,96563.18092645353
2007-10-08,109913.61590805155,103844.22161826617,98109.41994184634,82733.42761383973,109189.74292097421,103160.32066320673,97463.28744691369,82188.55887411881,106335.457338055,100463.64780620212,94915.53846627011,80040.10048966162,108317.0356175746,102335.80397459281,96684.30472845628,81531.6605825162,128175.14867062267,121097.35845321503,114409.75154119646,96479.12405415918
2007-10-09,110324.8479692997,104211.90007142592,98437.10099312915,82959.94520068105,109436.2457316536,103372.53406007543,97644.24761675976,82291.75127794074,106883.09414558217,100960.84908744889,95366.20377482462,80371.88173297253,108633.5468129978,102614.31158310763,96928.04128629851,81688.1532714169,128366.05527188526,121253.46892188166,114534.32820867673,96526.22330326331
2007-10-10,110014.60296484875,103898.06258555925,98121.02538795069,82643.94719169565,109456.72325226641,103371.19960799952,97623.45753816977,82224.86299502119,106705.35330786246,100772.79904138534,95169.53566879053,80158.00944774457,108495.45212085798,102463.37277882254,96766.10854496603,81502.74758052129,128101.86960863593,120979.72184817822,114252.89426467335,96231.262594078
2007-10-11,110514.61141960921,104349.39879373189,98527.55553970858,82936.5591822308,110029.51290813794,103891.36218321002,98095.07362697987,82572.51318967782,107314.25093384221,101327.57490706931,95674.32471838962,80534.82348934133,108981.13106821706,102901.4657948798,97160.40536336518,81785.74679385689,128820.01962073157,121633.61411986928,114847.45297268337,96673.99671311917
2007-10-12,110507.47705754139,104321.79494300018,98481.79047478203,82848.29467177244,110530.93918488258,104343.94377222487,98502.69939760267,82865.88440679613,107469.15038624573,101453.53932435352,95774.10174091745,80570.43809523023,109105.45270695606,102998.24923639891,97232.33774985022,81797.18637007987,128986.98456148161,121766.9076521595,114950.314004032,96702.52176880844
2007-10-15,110465.12645996174,104260.95960994944,98404.67488832932,82733.74826721301,110696.14133718098,104478.99976031097,98610.46783507762,82906.76872453133,107443.51588178665,101409.05486368273,95712.96017153811,80470.68863067789,109074.65644860597,102948.58400021028,97166.0147446773,81692.34452669129,129103.43349730018,121852.46418240896,115008.07365547676,96693.0587932648
2007-10-16,110037.55334061889,103836.63027921022,97984.57810282343,82331.12101705665,110008.46122539461,103809.17758582607,97958.67259556853,82309.35402582076,106821.06212331165,100801.39731384239,95120.40559688158,79924.51236734696,108747.3944741747,102619.17546356452,96835.73692654942,81365.81215167652,128415.46475798165,121178.89512620865,114349.46301685936,96081.64529725356
2007-10-17,110896.21947821189,104625.97984968177,98709.69442660708,82890.63016920185,111569.01386268779,105260.733424189,99308.55458988425,83393.51792106478,107994.88989845957,101888.69582343863,96127.19560387198,80721.99864753424,109489.77511632096,103299.0579748039,97457.80600476997,81839.36746607644,129373.6379636981,122058.65720543596,115156.60615251306,96701.78504326797
2007-10-18,110321.04985180145,104062.5155566675,98158.45574947578,82378.27304600598,111110.67656609988,104807.3465961745,98861.02827754886,82967.89837283407,107285.62144042562,101199.287580644,95457.67502087487,80111.67613798314,108994.09697027001,102810.84096634384,96977.7957949302,81387.41874448494,129195.95587909552,121866.6445486815,114952.45499571634,96472.42973253927
2007-10-19,109890.35047896669,103635.51962836797,97736.13361994977,81974.62764244524,111090.03855063234,104766.92285128153,98803.13243434527,82869.55592807925,107141.69298056304,101043.31251567877,95291.4862476502,79924.21853949687,108414.74851502117,102243.90721079355,96423.73785372054,80873.87656634377,128604.5665332166,121284.54428582327,114380.49877938956,95934.8242018423
2007-10-22,109295.64316868146,103054.04846429244,97168.3238075375,81449.48471725092,110496.89319853132,104186.69817662182,98236.28451018065,82344.68230346066,106396.67208543843,100320.63020673167,94591.01923474197,79289.10856597156,107715.75852694313,101564.38699456291,95763.74135579182,80272.12040288681,127577.45791122453,120291.8355148294,113421.6093291861,95073.4897306828
2007-10-23,109963.61210635818,103663.13566654193,97723.07471730513,81865.3428799311,111621.20060581318,105225.75095542574,99196.14968892487,83099.37883293755,107253.00358140512,101107.83420018661,95314.19604972214,79847.35809334624,108288.32680923835,102083.83753592464,96234.27285705975,80618.13207407137,128378.42021468746,121022.84870834963,114088.04885924688,95574.73775137648
2007-10-24,109565.10801942754,103266.80781458148,97329.98621059206,81487.11761378753,110714.69355758863,104350.30995300532,98351.19767653859,82342.10159225104,106580.8727019282,100454.11990164615,94679.00007502515,79267.64520418456,108034.35010185956,101824.04481692982,95970.16783682448,80348.64339766234,127952.6876163237,120597.38579449148,113664.22711048421,95162.55579233142
2007-10-25,109688.05268791622,103362.00956175501,97400.22988034264,81496.99738273313,110961.78938632064,104562.28599636548,98531.27600789671,82443.3695156353,106870.85366161187,100707.28695926024,94898.62805537951,79403.84998839836,108200.53425400092,101960.28083358533,96079.35095265463,80391.78780935805,127867.83838410291,120493.31180399885,113543.42198369726,95004.37499582848
2007-10-26,110569.39832375996,104171.68785495414,98143.57341129953,82069.69605174004,113116.2013215932,106571.12902891697,100404.16586066847,83960.05044549199,107811.56165182102,101573.42373034557,95695.66332069473,80022.70275289223,108761.65314456148,102468.5415108151,96538.98322275489,80727.90438383758,129183.83790751024,121709.06817274685,114666.11622598163,95886.18978302223
2007-10-29,110792.51683562197,104361.02106114014,98302.28507884532,82153.09013353266,113661.54149248326,107063.49909116665,100847.86927326748,84280.48328211636,108087.5853365898,101813.11059568632,95902.29494475409,80147.37271152737,109021.78830207342,102693.08316189196,96731.18022380902,80840.0879112395,129760.25196372547,122227.6808475856,115131.68618929407,96217.74087091042
2007-10-30,110303.64394792434,103879.74813477304,97829.38194560811,81708.81880935199,113220.74764931278,106626.96469931633,100416.58978357221,83869.7002567261,107546.66800638867,101283.33376286365,95384.19298587891,79666.55402456361,108660.15249929616,102331.97082085443,96371.75328623134,80491.3817403276,129209.05472831674,121684.14008377078,114596.77589450401,95713.24086362925
2007-10-31,110966.65581078736,104483.24753481544,98378.05063043619,82117.77382590149,113658.8784083125,107018.1726257875,100764.85420735342,84110.07795309367,108023.11120834714,101711.68433793078,95768.43625739784,79939.4858695464,109148.98508576718,102771.77719346438,96766.58544471044,80772.65738171784,129880.85430863652,122292.35306416532,115146.5290878595,96114.6980640527
2007-11-01,109990.82382215677,103543.71827504698,97473.9205712047,81314.26133445872,112936.06328654899,106316.32270472786,100083.99319034904,83491.62452875004,106776.430370669,100517.73630309477,94625.32356022544,78937.91738081521,108292.74121167374,101945.16867501939,95969.07895127835,80058.89903824059,128454.73698885567,120925.37027793373,113836.64923259194,94964.304204592
2007-11-02,110354.94321687084,103865.71857315814,97757.48862312222,81501.88527950237,113814.45394997734,107121.79897817897,100822.08248067692,84056.88316789547,108071.66689175786,101716.70621996529,95734.8573492603,79815.5872335231,108563.82426367242,102179.92315973148,96170.83300457092,80179.06667989847,128874.32745920285,121296.10361791363,114162.81167982599,95179.2493011516
2007-11-05,109216.38943119723,102773.55760705099,96710.20957706452,80580.37335292454,112643.24160576933,105998.25484533573,99744.65883617742,83108.72124183047,106590.51617642213,100302.58839058128,94385.02052700799,78642.99153368271,107598.2539455232,101250.87825993981,95277.3639871432,79386.50526911137,128633.76540661113,121045.47465887845,113904.13541364323,94906.60601618844
2007-11-06,109805.97513249531,103307.69816095324,97193.39381560433,80934.37737846104,113184.91787186668,106486.67631948153,100184.2229754185,83424.88508060118,107283.20623972199,100934.22579763232,94960.39629242555,79074.92729516649,108091.56617780971,101694.74729374051,95675.90604235069,79670.74285263402,130215.69921308373,122509.58232364622,115258.80735834497,95977.71458242871
2007-11-07,108629.00133866115,102179.93818722149,96113.15329578244,79986.82180416171,112232.7100169443,105569.70266497567,99301.65544862229,82640.34158554397,105860.95054359424,99576.22043548351,93664.02749035064,77948.62221692967,107038.45595790584,100683.81996200763,94705.86490943485,78815.65509569434,128920.98183403604,121267.22875569074,114067.16380856102,94928.42126595683
2007-11-08,108687.71404024074,102214.71923508363,96126.63913431234,79950.04369729415,111790.95307489662,105133.14207107449,98871.23581173834,82232.7680936507,106749.06611062054,100391.52923084404,94412.04138437616,78523.98567357477,107174.98655878386,100792.08360269685,94788.73806607639,78837.29025213674,127427.00440212851,119837.97426366807,112700.2235376361,93734.55555789432
2007-11-09,107602.04151603568,101173.46718788007,95128.37537267695,79072.29772740498,109629.91992822835,103080.19207066392,96921.17387433417,80562.50184718438,105416.56553992047,99118.56024704427,93196.2486574706,77466.28166465473,106236.31274326745,99889.33248901732,93920.96743205901,78068.68003936039,125409.23619158808,117916.78916236748,110871.28764054315,92158.06988596858
2007-11-12,107653.94655095933,101202.02776736222,95136.19746654015,79031.34993157447,109454.5202633719,102894.68945491572,96727.40467951538,80353.19437576218,105471.44432834412,99150.32731780285,93207.47149713394,77429.12258730993,106268.85415170924,99899.94675742062,93912.16037151281,78014.52030665337,124784.66072316882,117306.06358652278,110274.99226640083,91607.41899078734
2007-11-13,108904.98131934465,102357.61089811659,96203.2719821717,79869.8348500357,110936.9206139832,104267.38994742664,97998.22393244256,81360.03900710894,106954.22158554452,100524.13089225235,94480.03153009033,78439.16697898727,107145.05807065258,100703.4942827164,94648.61054326837,78579.12456737578,126524.84129285271,118918.1644136538,111768.10805104343,92792.06567103184
2007-11-14,109743.42591620862,103125.02008496913,96905.15415794053,80404.2771939105,112358.09848115013,105582.00699351585,99213.95075202212,82319.93506523829,107867.09881673522,101361.85050826104,95248.3281083871,79029.57321549003,107805.00557259777,101303.50198309566,95193.49880681343,78984.08017231403,127550.00830170535,119857.72321336437,112628.64371265956,93450.3924764135
2007-11-15,108925.91969688164,102336.345685874,96144.81396891315,79725.54025492672,112156.22356445552,105371.22934058507,98996.08174131495,82089.87852947676,107272.85324733147,100783.28301636741,94685.71436514067,78515.62055781121,107358.30348545243,100863.5638634939,94761.13807761075,78578.1636735184,127114.21923156749,119424.32725903363,112198.94213271016,93038.00078550122
2007-11-16,109502.23902500335,102857.22551327731,96614.85183404415,80067.23511748409,112921.609467919,106069.09551604575,99631.79442489441,82567.4537399013,107802.61023935034,101260.73668481721,95115.25342618632,78824.4789984768,107897.04749242452,101349.44312518596,95198.57629971506,78893.53082621176,128101.21183695526,120327.5417174727,113024.89987042996,93666.66780797196
2007-11-19,109119.13642364477,102476.87258970995,96238.3299344687,79707.34613491216,112652.11911068713,105794.79672792935,99354.26692436833,82288.05455283278,107237.33427070174,100709.61887247456,94578.66232343449,78332.76180004612,107552.3444378912,101005.45384538178,94856.48758302059,78562.8646514352,127207.81544228832,119464.46354637707,112191.75768811484,92920.43273839011
2007-11-20,109316.52096979179,102641.71058753581,96373.8534055423,79771.69641414643,113241.42336378849,106326.9604659164,99834.06202354815,82635.8208799769,107323.54750819826,100770.42705748216,94616.84055400956,78317.36112676913,107743.16195272413,101164.42006047288,94986.77421641344,78623.56695716661,128225.82589388234,120396.42310684704,113044.36729116572,93570.4097140685
2007-11-21,108137.47041564432,101514.34633693735,95296.26808502804,78832.4146401282,112220.27002465675,105347.08564497298,98894.23985727692,81808.78305741317,106594.45809705647,100065.839299467,93936.4867344427,77707.55582452803,106742.88430921985,100205.17481239449,94067.28750175139,77815.75880593456,126898.69961578335,119126.50160013264,111829.62253274229,92509.38520157267
2007-11-23,109198.43340042976,102489.82720233277,96192.75426718485,79526.2726484597,112948.49842688543,106009.50696870404,99496.18154487312,82257.34382280297,107841.67990665254,101216.42586493907,94997.59192497893,78538.18568692595,107519.72947149834,100914.25445607225,94713.986216265,78303.71787188444,129563.12961874955,121603.41822602338,114131.98799109053,94357.33142310673
2007-11-26,109425.74069255046,102682.63026309939,96354.43561762989,79612.14252463306,113243.10956180151,106264.76252648041,99715.80580907722,82389.44987996352,108258.35924558445,101587.18602177023,95326.50215553015,78762.82007501318,107752.37480874431,101112.38171596338,94880.95941088475,78394.69366484671,129708.4908730021,121715.50245858867,114214.33708178146,94368.75452413104
2007-11-27,110039.06680977429,103237.51096456849,96855.74376291838,79978.32647958036,114214.14771881912,107154.52856224202,100530.62558843357,83012.84861524592,108924.80231435403,102192.11957405212,95874.97466353001,79168.45947340719,108158.15539386154,101472.85938623983,95200.1765228279,78611.24702623418,130831.06678202916,122744.3496477937,115156.74067261226,95090.31724935958
2007-11-28,111289.39155516708,104389.67160372717,97917.09370880596,80806.2176024969,115745.88679522168,108569.87304172538,101838.10590893967,84042.03836744219,110338.80599503148,103498.02044931658,97080.72849852519,80116.00605089519,109128.32070487764,102362.58282894237,96015.69255994387,79237.08366311036,132134.5845567537,123942.50428206206,116257.5724192378,95941.72313554022
2007-11-29,110903.64222422484,104007.03343337066,97538.66802640892,80445.62251579664,115296.20527455331,108126.44234430626,101401.88424328325,83631.83409493601,109922.5788185005,103086.97803759614,96675.83236182043,79733.99344015826,108849.00348062115,102080.16361905525,95731.63335822937,78955.25944512233,131364.53142309602,123195.5500979621,115533.81984530792,95287.23579214042
2007-11-30,112305.1978767887,105300.36928284785,98731.81792897993,81380.82006153434,116433.5171267368,109171.19227016796,102361.18212800616,84372.36464173425,111682.20052650664,104716.23023775282,98184.11700220902,80929.37136440695,109952.45010422391,103094.36979249229,96663.42689183021,79675.92530377505,132885.9325667884,124597.41878670821,116825.13318663117,96294.44025192458
2007-12-03,111950.13414923662,104946.45955657397,98380.30382249721,81042.42349471989,115934.30667544297,108681.3796088405,101881.54217820038,83926.62724845907,111536.51281709473,104558.71464911797,98016.81884203831,80742.99665239736,109567.25291040208,102712.65294740896,96286.25916564169,79317.41912591935,132804.56164677834,124496.22024760327,116706.90011328275,96139.26422509996
2007-12-04,111176.88614668499,104200.7431864925,97661.70725392005,80402.19483923173,115045.67276356892,107826.77063411647,101060.18619231641,83200.06898504742,110461.68925179778,103530.42356741618,97033.45301692646,79884.97042250124,108909.75840155157,102075.87349343472,95670.1820922931,78762.62700271998,131995.34386256998,123712.88137616607,115949.3765113977,95457.92945763472
2007-12-05,112369.49868134646,105297.45885020893,98669.8604793456,81183.43789029705,116249.05914114982,108932.85691344546,102076.44050134519,83986.29862498122,112289.23004926612,105222.24197122801,98599.37787667142,81125.44632155732,109945.92179382943,103026.41118533211,96541.75635715497,79432.47961399438,133004.90986869778,124634.16841869165,116789.48517006096,96091.87516311702
2007-12-06,112233.55594540805,105149.03878686573,98511.07508155236,81004.15857573287,116361.68235955137,109016.58553597664,102134.46710280864,83983.61871895939,111951.34833538218,104884.64496380076,98263.37220137822,80800.4762652042,109896.8876410576,102959.86796271661,96460.10463130206,79317.67677205065,132932.71655270993,124541.60657302194,116679.40760505204,95943.70204911284
2007-12-07,112590.54279546883,105462.39591758105,98784.88834195651,81180.57103221977,116295.02995403431,108932.35069076231,102035.13779663653,83851.59806030836,112609.48071231921,105480.13486825238,98801.50412473032,81194.22573949721,110195.69431906415,103219.1661408135,96683.69197622534,79453.8259431288,133582.13348097616,125125.00161117228,117202.52707520989,96316.02802899246
2007-12-10,112866.54578408255,105699.78193207488,98987.44147099611,81298.21679445574,116583.90477550188,109181.0972503262,102247.67995028598,83975.84509509822,112623.80388426356,105472.45357982999,98774.54933866419,81123.36884939388,110510.80077357053,103493.62126534329,96921.380445307,79601.36439903088,134162.53667126226,125643.52679610647,117664.68225006858,96637.80278046419
2007-12-11,112911.10304759668,105720.36266814347,98986.91291848425,81249.00158760502,116761.39889189259,109325.45253133432,102362.39052132954,84019.6121362777,112865.8261642606,105677.96924183199,98947.21957755444,81216.42107544318,110623.48456036726,103578.43109907268,96981.40339927746,79602.86836346694,134269.18623832223,125718.25693960395,117711.11863291104,96617.93243880708
2007-12-12,115315.68781884717,107950.21824418385,101054.5305049401,82896.34329887066,118877.31995781523,111284.36101330188,104175.69355259178,85456.67386690222,116354.54112889017,108922.71768171906,101964.9082297367,83643.13796536725,112714.03701399814,105514.74066528052,98774.62734870322,81026.10914130023,138651.26581606027,129795.30094976124,121504.18417456257,99671.45968870145
2007-12-13,114505.0685337087,107169.93781343989,100304.02732153906,82231.3249093194,117844.21129441986,110295.1769543627,103229.04602149552,84629.31599207921,115386.25862218386,107994.67935713743,101075.93127165845,82864.14780004541,112112.89446406884,104931.00507827662,98208.53324156832,80513.39533922108,138407.1752175763,129540.88889641428,121241.76913997359,99396.52052823402
2007-12-14,113637.00273083859,106336.20938855408,99503.80650282744,81526.33964294517,116906.02442604647,109395.20748885332,102366.25530380446,83871.62653558636,114285.08228418288,106942.65202104827,100071.28347709375,81991.28990132842,111573.12676621121,104404.93047893293,97696.61773776871,80045.65774506323,137273.53731078104,128454.17651116286,120200.63153974536,98483.84555948994
2007-12-17,113204.63510233723,105910.43465415144,99085.56693320455,81134.95126324821,116470.29253597996,108965.67349588247,101943.92620382637,83475.48225371107,114010.77062951424,106664.62783710961,99791.15991235335,81712.71706453328,111188.52501538348,104024.23012350772,97320.90941025973,79689.98398343274,136613.96029288665,127811.40897070759,119575.24260710631,97912.66055689835
2007-12-18,114008.3781020488,106641.0580579183,99749.15415009498,81629.31174039938,117664.6360130489,110061.04541895825,102948.11759513589,84247.1703731498,115276.7261141358,107827.44432396557,100858.86769465895,82537.44127436484,111812.2012178109,104586.80002428635,97827.65688635324,80056.86232479557,137747.09088175182,128845.7546767451,120518.8252901217,98626.08704822528
2007-12-19,114055.26749138525,106663.58149770889,99750.26692285997,81581.24179208318,117664.65129009231,110039.04859745475,102906.95582699387,84162.95519190474,115154.02735564795,107691.13300765581,100711.21850497423,82367.16072532866,111778.469100129,104534.33770124882,97759.0283570962,79952.69762964085,137985.4202680177,129042.87056592913,120679.0603006332,98697.95742241917
2007-12-20,114805.84984054328,107344.0481268181,100366.55132280332,82036.01936578368,119410.25932884995,111649.19420077548,104391.85754074604,85326.16029915382,115929.80298202415,108394.94997789072,101349.1432448659,82839.15476183563,112234.80154267387,104940.10501236703,98118.86750442714,80198.84322669913,139351.05049605563,130293.9344270996,121824.66643402436,99575.11305403552
