date,SPY_overnight_0bps,SPY_overnight_1bps,SPY_overnight_2bps,SPY_overnight_5bps,QQQ_overnight_0bps,QQQ_overnight_1bps,QQQ_overnight_2bps,QQQ_overnight_5bps,IWM_overnight_0bps,IWM_overnight_1bps,IWM_overnight_2bps,IWM_overnight_5bps,DIA_overnight_0bps,DIA_overnight_1bps,DIA_overnight_2bps,DIA_overnight_5bps,VTI_overnight_0bps,VTI_overnight_1bps,VTI_overnight_2bps,VTI_overnight_5bps
2006-09-06,100422.78161606914,100202.08331856171,99981.84804742647,99323.91114837494,99621.12473551535,99402.18823255172,99183.71105970452,98531.02635177544,100326.54996158696,100106.0631515724,99886.03892422792,99228.73250319471,99930.80519144051,99711.18810635906,99492.03177925943,98837.31814725963,99905.28440769346,99685.7234094225,99466.6230514629,98812.0766232096
2006-09-07,100076.54507456964,99836.6373752065,99597.28088453008,98882.50656224987,99311.97032159916,99073.89549296354,98836.36766183555,98127.05414358768,99760.78435711865,99521.63361261658,99283.03233763191,98570.51326559696,99528.0280914646,99289.43532006368,99051.39073618871,98340.53407368147,99540.42477701824,99301.80228776178,99063.72805431056,98352.78285125161
2006-09-08,100207.46227650465,99947.24828844854,99687.68408775613,98912.87464922074,99440.99273173849,99182.76907546443,98925.19023644288,98156.30718127398,100087.18704137545,99827.28537834868,99568.03272277034,98794.1532587627,99571.84367477665,99313.28023097628,99055.36245292096,98285.46765128727,99462.7598544271,99204.47967432065,98946.84445261386,98177.79309289235
2006-09-11,99884.42679392372,99605.1276350171,99326.58164190895,98495.44312198291,98644.82395021565,98368.99099763107,98093.90186377756,97273.07808165284,99463.14404384728,99185.02288557134,98907.6517164649,98080.01869116515,99379.44867927651,99101.56155192696,98824.42378265264,97997.48718665283,99323.39307090406,99045.66268755124,98768.68123959348,97942.21108242575
2006-09-12,99999.31026336523,99699.74692385156,99401.05114618632,98510.14495559184,98619.49488630427,98324.06499632318,98029.49069735609,97150.87745216355,99688.91086296107,99390.2773726706,99092.50875130312,98204.36794725638,99501.59038389794,99203.51804096061,98906.30894181407,98019.83699902221,99539.81685967847,99241.63000344385,98944.30672264063,98057.4942154606
2006-09-13,99961.34145520443,99641.96047535246,99323.56814218457,98374.2934462656,98694.09888585261,98378.76680298043,98064.41083339536,97127.170402795,99716.57303071965,99397.97409698783,99080.36138910924,98133.41111649583,99397.70726802772,99080.1271247428,98763.53005363613,97819.60786363449,99647.022422161,99328.64570575028,99011.25452731707,98064.96473636407
2006-09-14,99764.82036344676,99426.17905832308,99088.65353899673,98082.7360975417,98447.00420439539,98112.83608914354,97779.76902102109,96787.13897139605,99332.7602650762,98995.58554301325,98659.52177451795,97657.96074634703,99234.24051336094,98897.40020634717,98561.66975104023,97561.1020864238,99456.38488472272,99118.79053174793,98782.30851497837,97779.50099369841
2006-09-15,100264.24133559846,99903.92101621434,99544.85973920804,98475.18749168384,99267.27652851203,98910.53900866765,98555.04801207226,97496.0119153002,100031.66589008232,99672.18137873597,99313.95298926113,98246.76198027442,99696.2919361303,99338.01266055494,98980.98529547901,97917.37223418624,99929.33985352478,99570.22307198605,99212.36112738596,98146.26178697453
2006-09-18,100135.03845265435,99755.22841185413,99376.82121159235,98249.96632306457,99292.07205295644,98915.45936552637,98540.23770910766,97422.8690186484,99604.86745133727,99227.06833770852,98850.6646371943,97729.77594984675,99523.85683447547,99146.36499236905,98770.26742845989,97650.29038214263,99822.32393826463,99443.70001687184,99066.47455504739,97943.13875319195
2006-09-19,100119.86105527917,99720.16155770449,99322.018007647,98136.86412887064,99539.52880967602,99142.14612022066,98746.31035942731,97568.02607679904,99700.82524451401,99302.7986258393,98906.32144251002,97726.12783746205,99549.78481831953,99152.36118472526,98756.48463918004,97578.07895258363,100028.42523072615,99629.09076415283,99231.31082410635,98047.23930322568
2006-09-20,100454.07373637096,100033.03038416394,99613.70994754568,98366.01747576027,100413.73257226398,99992.85830607149,99573.70626356523,98326.51485027235,100348.77568468593,99928.17367888738,99509.29278268157,98262.90816812386,99843.14970459953,99424.66698027667,99007.8966934155,97767.79221967656,100572.85207868635,100151.31087876092,99731.49463162433,98482.32687030603
2006-09-21,100529.87888766923,100088.49710316374,99649.00937453355,98341.83129082204,100662.1382394075,100220.17576317803,99780.10983468597,98471.21199832106,100430.90631283603,99989.9590726887,99550.90402370146,98245.01286863394,99851.71086514324,99413.30661343993,98976.78364043403,97678.4236950305,100787.46700543759,100344.95426658959,99904.34043676376,98593.81296532894
2006-09-22,100377.41507163808,99916.71634646211,99458.08631429393,98094.51773446583,100586.93722945782,100125.27686773312,99665.68951708933,98299.27470107372,99959.96183444026,99501.17907984451,99044.45641490095,97686.55869357615,99756.50635166005,99298.65738960609,98842.86432416002,97487.7304267841,100625.12680455002,100163.29116546291,99703.52932451124,98336.59572541447
2006-09-25,100575.91610231473,100094.2844637516,99614.91140783583,98190.24029683608,101015.8699059206,100532.1314441782,100050.6614449039,98619.75833027482,100295.25795317726,99814.97031275489,99336.93495238121,97916.23940106461,99912.58627984326,99434.13115352776,98957.91971379597,97542.64475718152,100888.47484589729,100405.34644562771,99924.48364697947,98495.38510017072
2006-09-26,100591.13597880198,100089.41057105202,99590.1378489846,98106.91860769095,100891.37146135746,100388.14854820173,99887.38564128667,98399.73941902383,100268.85148002939,99768.73355309758,99271.0604536749,97792.59330673936,99973.13842020695,99474.49544187853,98978.29008076988,97504.18323154796,100888.50061087686,100385.29201686186,99884.54335908826,98396.9394675997
2006-09-27,100523.34154342393,100001.95088806008,99483.2128203403,97942.78214803989,100643.93015215822,100121.91403237218,99602.55368229563,98060.27509697547,100019.54594480152,99500.76835734112,98984.63006347818,97451.91960999244,99930.31436568117,99411.99960119117,98896.32177567539,97364.97871666036,100842.45926192481,100319.41341888189,99799.02858429046,98253.70771719443
